1.88e-05;9.93e-05;5.5e-06;1.41e-05;10
2.43e-05;0.0002446;1.51e-05;3.62e-05;20
2.62e-05;0.0005782;2.82e-05;7.05e-05;30
2.32e-05;0.0012375;5.16e-05;0.0001136;40
4.3e-05;0.0023304;9.61e-05;0.0001901;50
5.15e-05;0.0027427;0.0001415;0.0002361;60
6.5e-05;0.0037341;0.0002138;0.0003557;70
8.65e-05;0.0051825;0.000296;0.0004042;80
0.000112;0.1165;0.0045632;0.0008793;90
0.0002041;0.102777;0.000508;0.0058309;100
0.0002294;0.0300006;0.0007221;0.0008084;110
0.0001913;0.0262498;0.0007321;0.0008916;120
0.0002055;0.0152244;0.0016105;0.0045503;130
0.0003;0.0330095;0.0014535;0.0055866;140
0.0002811;0.0256686;0.0032646;0.0017819;150
0.0004414;0.0398327;0.0027904;0.0025604;160
0.0003693;0.0373508;0.0021862;0.0023703;170
0.000549;0.0847726;0.0250244;0.0350527;180
0.0004498;0.0478315;0.0032052;0.0052648;190
0.0012466;0.0480021;0.0033689;0.0032119;200
0.0005435;0.382128;0.0374234;0.0633194;210
0.0022;0.0933332;0.0108505;0.0050055;220
0.0007328;0.0671714;0.0042739;0.0035495;230
0.0008871;0.0528182;0.0074927;0.0042019;240
0.00085;0.0816272;0.0121921;0.0059601;250
0.000883;0.0733916;0.0097764;0.0049945;260
0.0009822;0.0734721;0.006536;0.0041601;270
0.0012417;0.126767;0.0073367;0.0052037;280
0.0010085;0.104357;0.0101629;0.0079047;290
0.0011364;0.135172;0.0090884;0.0062206;300
0.0012612;0.0925722;0.0127381;0.0073716;310
0.0016326;0.12295;0.0114203;0.0072835;320
0.0012833;0.0962216;0.0144789;0.0105563;330
0.0013602;0.124961;0.0133996;0.0102489;340
0.0015018;0.137015;0.015031;0.0184426;350
0.0014914;0.152096;0.0121991;0.0130715;360
0.0017334;0.144406;0.0205452;0.0099643;370
0.0016485;0.140509;0.0227053;0.0115922;380
0.001882;0.175808;0.0203652;0.042388;390
0.0020127;0.142666;0.0138614;0.0107692;400
0.0019696;0.129367;0.0172697;0.0144902;410
0.0016449;0.141941;0.0166161;0.0101102;420
0.0019465;0.152867;0.0200504;0.0134607;430
0.0019787;0.166761;0.0191993;0.0118047;440
0.0020763;0.163816;0.021115;0.0128681;450
0.0022491;0.179234;0.0201504;0.0130934;460
0.0023153;0.210487;0.0293762;0.0177219;470
0.0026193;0.188679;0.0267301;0.014903;480
0.0028154;0.210673;0.0284933;0.0151027;490
0.0028349;0.224882;0.024718;0.0154707;500
0.0031589;0.233048;0.0263184;0.0136623;510
0.0029181;0.247492;0.0279964;0.0142639;520
0.0031187;0.236706;0.0292487;0.0168499;530
0.0045362;0.226626;0.0290821;0.0159902;540
0.0040296;0.246964;0.0325508;0.0185966;550
0.0032607;0.242632;0.0319783;0.0193372;560
0.0026842;0.288989;0.0362046;0.0198182;570
0.0042525;0.259911;0.0382316;0.0220088;580
0.0039703;0.318488;0.0398425;0.0238117;590
0.0056268;0.320694;0.0391408;0.0223654;600
0.0041186;0.296388;0.0374646;0.0202266;610
0.0042482;0.312186;0.0436789;0.0254047;620
0.0045076;0.327219;0.0471221;0.0233219;630
0.005082;0.360101;0.0515921;0.0298227;640
0.0044008;0.34219;0.0478905;0.0267863;650
0.0046308;0.35828;0.0513977;0.0285284;660
0.0047692;0.364696;0.0490941;0.0243256;670
0.0049737;0.357503;0.0545042;0.0300443;680
0.005128;0.397915;0.056962;0.028852;690
0.0039948;0.369212;0.0625686;0.0333497;700
0.0052295;0.390401;0.0580811;0.0281967;710
0.0055787;0.421926;0.0666141;0.0343753;720
0.0062361;0.436252;0.0643777;0.0351992;730
0.0046754;0.43155;0.0630741;0.0343614;740
0.0065355;0.447523;0.0631027;0.0366298;750
0.0061866;0.47687;0.0630312;0.032741;760
0.0066645;0.505104;0.0772445;0.0390968;770
0.0066707;0.502623;0.0848751;0.0400704;780
0.0066008;0.554477;0.0718814;0.0368088;790
0.0072245;0.530591;0.0715942;0.0396345;800
0.0070314;0.551211;0.0774374;0.0436142;810
0.0070158;0.561842;0.0760063;0.0390398;820
0.007893;0.594409;0.0980013;0.0457112;830
0.0080523;0.578308;0.0936707;0.0468579;840
0.0067975;0.60022;0.105833;0.0486124;850
0.0083617;0.61958;0.0914964;0.0448437;860
0.0085316;0.636054;0.0901347;0.0502721;870
0.0087443;0.662398;0.104267;0.0503714;880
0.0077512;0.6995;0.10304;0.0509081;890
0.0082546;0.67877;0.103964;0.0512718;900
0.0078257;0.71508;0.107835;0.0551117;910
0.0087297;0.719348;0.120955;0.0514617;920
0.0097515;0.753188;0.116507;0.0546461;930
0.0087394;0.766697;0.121753;0.0609682;940
0.0102502;0.79253;0.131808;0.0553801;950
0.0107324;0.809872;0.129405;0.0633042;960
0.0109129;0.822341;0.126435;0.0625784;970
0.0110686;0.864941;0.120595;0.0675353;980
0.0111198;0.844922;0.130488;0.0623322;990
0.0099291;0.875024;0.129671;0.0652539;1000
