0.000796708;0.0340143;0.00246313;0.00133366;0.00116259;1000
0.00156454;0.141953;0.0170008;0.00770498;0.0347215;2000
0.00318403;0.353573;0.0534782;0.0206635;0.128297;3000
0.00563171;0.69242;0.104912;0.0376924;0.257916;4000
0.0087135;1.15185;0.179398;0.0625769;0.437903;5000
0.012141;1.78469;0.27939;0.095415;0.668757;6000
0.0165755;2.59222;0.404791;0.132123;0.93724;7000
0.0210353;3.55003;0.552126;0.173372;1.23976;8000
0.0264972;4.67367;0.729163;0.220385;1.59728;9000
0.0322898;6.24367;0.944463;0.287905;2.02436;10000
0.0389384;7.88524;1.19927;0.3477;2.47883;11000
0.0454737;9.85936;1.4468;0.424376;2.99839;12000
0.0517078;11.9375;1.752;0.51098;3.54531;13000
0.0593227;14.2381;2.0897;0.603417;4.25208;14000
0.0686422;16.9174;2.48572;0.698719;4.96598;15000
0.0775376;19.6113;2.96478;0.796587;5.77863;16000
0.0857605;22.7221;3.4001;0.902563;6.68016;17000
0.10106;25.9368;3.87376;1.01593;7.63533;18000
0.110464;29.3514;4.37764;1.14977;8.76671;19000
0.121351;33.1561;5.02623;1.29265;9.97034;20000
0.130667;37.2908;5.6597;1.46406;11.2643;21000
0.14303;43.3523;6.36754;1.62725;12.5872;22000
0.16113;46.5152;7.07138;1.8072;13.9939;23000
0.176419;51.6385;7.8253;1.9792;15.5222;24000
0.187703;56.6848;9.01018;2.176;17.2166;25000
0.210969;61.1249;9.48313;2.345;18.4435;26000
0.221394;65.4817;10.3759;2.5317;20.1519;27000
0.24847;71.2955;11.0961;2.71437;21.9541;28000
0.247894;76.5943;12.1433;2.91472;23.74;29000
0.285818;83.0153;13.2836;3.13262;25.7288;30000
0.304519;88.9042;14.0052;3.38175;27.7726;31000
0.312907;95.4266;15.2661;3.59004;29.8547;32000
0.339078;102.903;16.7305;3.83914;32.0784;33000
0.377611;109.723;17.669;4.1064;34.3967;34000
0.39073;121.231;20.1604;4.45689;38.2093;35000
0.421075;130.488;20.7702;4.74075;40.4888;36000
0.453134;140.752;22.4088;5.0113;42.8733;37000
0.441245;146.095;23.3036;5.27628;44.9195;38000
0.469708;156.033;24.8686;5.55311;47.4;39000
0.492118;162.991;26.6318;5.96952;50.9725;40000
0.569768;174.713;27.8997;6.33442;52.839;41000
0.593348;185.249;29.8896;6.78985;55.9757;42000
0.642375;198.469;31.4704;7.22961;59.0453;43000
0.623009;209.089;34.1239;7.63178;62.6475;44000
0.656933;219.421;35.1729;8.20604;65.7746;45000
0.686727;231.048;37.5588;8.44824;69.4261;46000
0.72443;242.244;39.0205;8.90417;72.3294;47000
0.795627;253.325;41.1368;9.27627;75.3764;48000
0.787154;264.312;42.5866;9.78876;78.8447;49000
0.812903;277.021;44.7884;10.2057;83.3066;50000
