0.00100454;0.0665727;0.00617665;0.00317982;0.00371689;1000
0.00290646;0.312052;0.0478;0.0177736;0.118149;2000
0.00590068;0.815989;0.128292;0.0439562;0.313772;3000
0.0103699;1.5775;0.255872;0.0814446;0.600083;4000
0.0156497;2.91463;0.47307;0.135926;1.02344;5000
0.0225241;4.64701;0.714587;0.209456;1.52731;6000
0.0303761;7.00886;1.07055;0.286188;2.19377;7000
0.0382788;10.1834;1.39119;0.383971;2.91883;8000
0.0478683;13.7854;1.89605;0.491705;3.98257;9000
0.0586882;16.1893;2.44482;0.642013;5.16594;10000
0.069928;21.8815;3.23757;0.801646;6.34961;11000
0.084022;27.5336;4.14552;0.985315;9.04629;12000
0.0967849;33.0173;4.77896;1.16836;10.0097;13000
0.113899;38.1714;5.91886;1.35601;11.6908;14000
0.134792;47.416;6.77686;1.67794;13.9669;15000
0.156582;53.1785;7.57816;1.97692;16.9087;16000
0.165903;61.336;9.07544;2.06138;18.3911;17000
0.184975;68.0099;10.4768;2.34672;21.6594;18000
0.211227;77.7003;12.559;2.60348;23.3765;19000
0.228037;151.409;12.424;2.89651;26.5556;20000
0.256236;192.179;13.3886;3.33464;26.7801;21000
0.301381;179.117;14.9319;3.64347;29.7161;22000
0.303037;499.657;17.4671;7.2623;32.4292;23000
0.718965;544.406;24.8207;13.2549;36.3709;24000
0.672945;772.814;26.5223;11.6733;39.7415;25000
0.623225;956.172;1258.94;434.422;2561.02;26000
0.847612;1051.62;2017.3;759.809;4291.3;27000
